item_id	i_genre_c	i_title_c
1604	261	1803
1605	247	389
1606	106	1496
1607	146	1506
1608	167	1532
1609	147	1577
1610	147	1642
1611	160	1825
1612	174	1910
1613	174	1985
1614	144	7
1615	239	2078
1616	150	2170
1617	122	2231
1618	144	2357
1619	144	2358
1620	175	2362
1621	152	2363
1622	116	2369
1623	33	2396
1624	160	2514
1625	152	2567
1626	173	2604
1627	160	2611
1628	101	2614
1629	193	2641
1630	126	2646
1631	146	2682
1632	106	2759
1633	238	2786
1634	24	2898
1635	261	2744
1636	277	1236
1637	206	1573
1638	176	1483
1639	183	730
1640	176	1744
1641	216	1185
1642	277	1192
1643	238	2112
1644	2	1429
1645	102	1673
1646	257	2018
1647	277	734
1648	271	1781
1649	243	1972
1650	277	684
1651	277	550
1652	144	95
1653	176	44
1654	251	901
1655	60	2583
1656	176	2450
1657	234	2454
1658	221	197
1659	238	203
1660	238	3051
1661	120	47
1662	176	3016
1663	134	793
1664	176	2044
1665	144	540
1666	149	3005
1667	144	2487
1668	172	713
1669	145	125
1670	145	126
1671	132	1610
1672	176	2560
1673	187	2250
1674	251	2647
1675	238	583
1676	195	1350
1677	195	1352
1678	176	1150
1679	176	1149
1680	160	69
1681	2	206
1682	251	1363
1683	176	2576
1684	185	305
1685	287	534
1686	229	1298
1687	229	1297
1688	277	2420
1689	115	1982
1690	115	1980
1691	195	198
1692	238	3122
1693	251	2370
1694	25	360
1695	251	701
1696	176	729
1697	43	3103
1698	187	1990
1699	133	1970
1700	192	284
1701	251	847
1702	295	2418
1703	212	936
1704	295	1058
1705	295	2869
1706	295	2872
1707	295	1761
1708	242	3101
1709	295	1736
1710	286	2900
1711	295	1383
1712	270	2701
1713	286	2648
1714	238	23
1715	143	1388
1716	238	3056
1717	23	3069
1718	57	2947
1719	176	787
1720	238	984
1721	238	2127
1722	260	1627
1723	270	2506
1724	295	2446
1725	176	1881
1726	286	2735
1727	204	1576
1728	295	2445
1729	295	2485
1730	295	1735
1731	206	2371
1732	286	1917
1733	295	359
1734	295	1660
1735	216	2426
1736	292	683
1737	238	2544
1738	238	3084
1739	185	2498
1740	185	2741
1741	238	1929
1742	176	585
1743	187	456
1744	185	3098
1745	176	1762
1746	187	2466
1747	176	1928
1748	238	1799
1749	185	1304
1750	48	2884
1751	176	3116
1752	275	2130
1753	206	2024
1754	206	363
1755	56	3079
1756	176	2074
1757	187	33
1758	295	2503
1759	238	3012
1760	120	2035
1761	206	484
1762	286	1876
1763	216	972
1764	238	1424
1765	238	2164
1766	238	2081
1767	92	2440
1768	33	2559
1769	238	2596
1770	63	2414
1771	277	2952
1772	215	587
1773	215	1869
1774	185	2150
1775	238	2531
1776	238	244
1777	238	1404
1778	176	974
1779	293	2794
1780	77	2805
1781	185	2202
1782	185	2672
1783	251	865
1784	238	2509
1785	144	162
1786	176	1408
1787	176	1999
1788	251	3024
1789	200	2269
1790	176	1320
1791	176	1932
1792	245	1965
1793	238	1690
1794	238	2563
1795	176	1327
1796	64	2080
1797	238	1829
1798	284	17
1799	238	549
1800	238	870
1801	238	295
1802	277	444
1803	251	2242
1804	176	1250
1805	259	174
1806	176	2205
1807	35	2595
1808	234	677
1809	185	1622
1810	176	2092
1811	271	2756
1812	271	2959
1813	238	118
1814	234	1245
1815	206	1655
1816	238	1151
1817	92	2541
1818	176	3004
1819	238	871
1820	238	2964
1821	273	1391
1822	206	1393
1823	287	1792
1824	238	705
1825	176	1254
1826	22	2437
1827	238	759
1828	292	2685
1829	1	2230
1830	238	2540
1831	212	1859
1832	238	2012
1833	185	326
1834	92	884
1835	145	2429
1836	145	472
1837	176	523
1838	238	531
1839	176	2987
1840	238	522
1841	176	2190
1842	238	1137
1843	86	1153
1844	86	1154
1845	86	1547
1846	25	1545
1847	25	1546
1848	206	763
1849	19	872
1850	176	1004
1851	176	1005
1852	2	2340
1853	185	1223
1854	176	1860
1855	1	2973
1856	275	1628
1857	176	2216
1858	176	2217
1859	176	2218
1860	176	2219
1861	176	2220
1862	176	2221
1863	160	213
1864	206	1332
1865	238	1486
1866	177	2967
1867	251	2681
1868	231	2277
1869	176	1650
1870	233	2545
1871	185	1462
1872	86	2665
1873	156	2256
1874	176	2441
1875	206	2517
1876	238	1772
1877	238	1838
1878	115	2458
1879	167	2243
1880	297	2118
1881	94	2316
1882	1	988
1883	94	2315
1884	13	1488
1885	13	2408
1886	210	603
1887	210	604
1888	64	2400
1889	64	2401
1890	64	2402
1891	64	2403
1892	202	600
1893	27	3121
1894	251	2976
1895	176	221
1896	185	1276
1897	176	2036
1898	259	917
1899	238	1522
1900	19	1521
1901	19	1520
1902	176	561
1903	206	3115
1904	215	1104
1905	187	2795
1906	73	2803
1907	275	930
1908	112	1827
1909	112	1826
1910	185	2140
1911	238	2686
1912	238	582
1913	238	815
1914	238	1377
1915	176	2772
1916	238	3067
1917	238	58
1918	238	159
1919	262	1305
1920	238	1318
1921	251	2204
1922	238	196
1923	295	1410
1924	185	2962
1925	275	2979
1926	119	1367
1927	271	1099
1928	239	419
1929	275	1016
1930	275	1017
1931	275	1015
1932	43	2439
1933	177	180
1934	271	2788
1935	271	2787
1936	271	1608
1937	271	2367
1938	176	2442
1939	238	292
1940	282	1964
1941	51	1505
1942	206	2153
1943	120	665
1944	120	666
1945	176	2877
1946	176	2617
1947	238	610
1948	81	22
1949	94	1275
1950	214	2819
1951	251	1949
1952	206	2690
1953	199	718
1954	206	2526
1955	244	2152
1956	92	2148
1957	206	2548
1958	176	13
1959	238	1259
1960	234	1590
1961	158	943
1962	206	365
1963	287	1805
1964	210	1937
1965	176	1145
1966	176	1474
1967	238	2047
1968	206	2054
1969	238	172
1970	185	15
1971	295	29
1972	187	2100
1973	176	440
1974	176	867
1975	215	1666
1976	238	236
1977	271	2167
1978	271	2168
1979	271	551
1980	271	558
1981	176	1998
1982	271	1358
1983	238	76
1984	238	77
1985	238	75
1986	259	2405
1987	64	2878
1988	76	104
1989	291	1808
1990	89	3022
1991	33	1661
1992	86	2199
1993	86	297
1994	86	264
1995	86	627
1996	86	893
1997	1	851
1998	176	136
1999	58	642
2000	238	676
2001	183	1659
2002	238	749
2003	271	2305
2004	86	3072
2005	277	1267
2006	259	733
2007	176	1930
2008	276	2974
2009	276	553
2010	176	215
2011	206	1034
2012	144	1549
2013	243	2322
2014	233	2902
2015	238	245
2016	278	1548
2017	144	812
2018	176	849
2019	56	1854
2020	251	133
2021	251	2991
2022	87	1777
2023	206	6
2024	238	2762
2025	176	2106
2026	238	827
2027	185	1810
2028	238	1020
2029	215	1142
2030	206	1978
2031	43	2918
2032	282	635
2033	251	1703
2034	183	1176
2035	176	1621
2036	187	1071
2037	238	1308
2038	176	1865
2039	252	2085
2040	185	2444
2041	206	1679
2042	176	2291
2043	176	869
2044	87	3125
2045	233	887
2046	195	1401
2047	238	1113
2048	238	1552
2049	238	2827
2050	238	3077
2051	238	1831
2052	76	2000
2053	138	1951
2054	56	777
2055	26	1909
2056	176	513
2057	251	2813
2058	251	3108
2059	192	1822
2060	238	60
2061	1	354
2062	187	862
2063	235	883
2064	24	2668
2065	206	1692
2066	238	302
2067	238	2462
2068	274	1907
2069	271	1908
2070	271	1904
2071	271	1905
2072	271	1906
2073	238	1858
2074	33	2727
2075	33	2728
2076	33	2729
2077	33	2730
2078	271	819
2079	271	820
2080	271	1354
2081	271	1355
2082	271	1045
2083	271	2612
2084	271	1122
2085	271	1046
2086	271	688
2087	271	2610
2088	271	3088
2089	275	2766
2090	197	2399
2091	184	1452
2092	291	2804
2093	291	1453
2094	90	2999
2095	291	1451
2096	275	1442
2097	291	850
2098	291	1454
2099	291	1856
2100	275	2737
2101	296	2232
2102	296	2434
2103	206	2039
2104	258	2811
2105	238	895
2106	238	1678
2107	187	2916
2108	259	1439
2109	234	469
2110	238	760
2111	207	1049
2112	238	1633
2113	176	202
2114	247	2342
2115	144	2767
2116	259	1102
2117	234	1110
2118	176	1399
2119	238	1611
2120	61	2433
2121	234	2891
2122	176	328
2123	176	783
2124	187	1952
2125	52	175
2126	154	2621
2127	91	3066
2128	238	2721
2129	251	1704
2130	176	120
2131	295	178
2132	287	204
2133	160	1913
2134	271	362
2135	238	1944
2136	238	920
2137	277	1581
2138	238	3097
2139	195	1123
2140	195	1124
2141	176	832
2142	277	1268
2143	6	1437
2144	287	2895
2145	87	748
2146	9	1953
2147	206	2436
2148	238	2919
2149	225	1542
2150	264	1537
2151	238	2628
2152	238	1662
2153	238	254
2154	238	20
2155	238	1502
2156	120	2970
2157	238	1877
2158	9	1160
2159	176	452
2160	1	190
2161	185	661
2162	238	609
2163	92	2023
2164	238	1967
2165	238	2096
2166	238	1846
2167	196	1648
2168	195	1649
2169	2	103
2170	247	1873
2171	185	2303
2172	176	1078
2173	202	2110
2174	295	282
2175	238	1630
2176	1	2996
2177	238	1044
2178	238	2206
2179	176	776
2180	144	1449
2181	295	2561
2182	92	2816
2183	224	2815
2184	185	55
2185	176	1405
2186	176	2687
2187	232	3109
2188	176	417
2189	238	458
2190	176	766
2191	238	84
2192	206	312
2193	238	1272
2194	234	1755
2195	176	1281
2196	195	2321
2197	271	2847
2198	271	2194
2199	271	1771
2200	271	2758
2201	176	1265
2202	271	518
2203	176	142
2204	271	699
2205	271	980
2206	176	74
2207	176	73
2208	195	128
2209	176	896
2210	176	2956
2211	176	1088
2212	192	323
2213	176	2267
2214	176	2268
2215	144	1643
2216	251	2095
2217	84	2779
2218	295	2154
2219	185	560
2220	206	1816
2221	212	2773
2222	86	2944
2223	176	1694
2224	157	2158
2225	92	1413
2226	234	2619
2227	94	1447
2228	94	1448
2229	94	40
2230	295	2824
2231	238	1239
2232	136	1790
2233	234	2067
2234	78	10
2235	292	195
2236	160	839
2237	185	1921
2238	238	488
2239	289	1707
2240	206	2969
2241	92	555
2242	176	2111
2243	206	283
2244	238	3020
2245	295	2688
2246	295	2692
2247	216	303
2248	206	350
2249	247	1837
2250	159	50
2251	238	2083
2252	238	2097
2253	185	2296
2254	139	2463
2255	238	2597
2256	271	619
2257	295	1389
2258	156	3112
2259	185	112
2260	234	2694
2261	176	388
2262	185	1024
2263	238	492
2264	200	1255
2265	176	2642
2266	176	2716
2267	238	468
2268	195	1072
2269	271	1073
2270	176	252
2271	140	755
2272	65	907
2273	176	2115
2274	248	2608
2275	144	2831
2276	245	2864
2277	9	2086
2278	9	2087
2279	92	809
2280	238	1470
2281	176	1903
2282	206	797
2283	251	1220
2284	160	49
2285	206	829
2286	176	1956
2287	261	2825
2288	176	1252
2289	64	2207
2290	251	2407
2291	297	108
2292	213	144
2293	272	714
2294	97	1221
2295	275	1863
2296	275	2172
2297	277	2279
2298	277	2280
2299	238	2308
2300	2	2457
2301	251	2318
2302	176	2732
2303	238	420
2304	57	1635
2305	176	1776
2306	176	2378
2307	34	2874
2308	233	395
2309	176	971
2310	251	3111
2311	251	548
2312	297	1312
2313	297	1246
2314	176	574
2315	43	836
2316	238	625
2317	185	1229
2318	251	451
2319	238	2325
2320	238	2343
2321	238	2841
2322	238	721
2323	238	983
2324	206	1575
2325	176	2719
2326	176	2120
2327	238	1733
2328	259	1991
2329	264	1128
2330	280	2620
2331	251	999
2332	251	1430
2333	94	786
2334	282	1830
2335	200	1294
2336	1	1164
2337	1	1077
2338	1	817
2339	127	386
2340	95	994
2341	233	1253
2342	160	1330
2343	63	2603
2344	238	977
2345	185	2697
2346	216	1491
2347	238	1503
2348	1	2060
2349	238	2698
2350	259	231
2351	133	2838
2352	251	1739
2353	126	995
2354	278	99
2355	261	2341
2356	176	660
2357	238	304
2358	243	454
2359	185	653
2360	206	2829
2361	238	397
2362	234	464
2363	295	1445
2364	234	2063
2365	62	2391
2366	62	2392
2367	103	3050
2368	238	1798
2369	1	1028
2370	1	1620
2371	1	1654
2372	277	2324
2373	1	2832
2374	238	581
2375	271	1359
2376	238	1923
2377	176	289
2378	287	826
2379	3	2261
2380	234	1926
2381	206	220
2382	295	404
2383	238	1435
2384	234	119
2385	295	1594
2386	238	2422
2387	238	2799
2388	195	446
2389	176	480
2390	295	613
2391	271	656
2392	271	657
2393	271	2326
2394	216	835
2395	64	935
2396	271	1085
2397	176	1103
2398	275	2193
2399	297	2425
2400	176	2760
2401	64	2005
2402	191	3113
2403	176	2354
2404	291	2061
2405	210	2625
2406	144	2388
2407	190	1849
2408	96	2298
2409	191	1639
2410	238	927
2411	176	2885
2412	176	1789
2413	283	725
2414	185	2171
2415	206	1423
2416	238	915
2417	176	2939
2418	213	1362
2419	238	1629
2420	238	164
2421	176	799
2422	261	1807
2423	144	2215
2424	295	969
2425	185	616
2426	200	1323
2427	73	1669
2428	295	2211
2429	295	2213
2430	296	2871
2431	185	3091
2432	238	2965
2433	238	866
2434	124	48
2435	238	2652
2436	176	1872
2437	251	2456
2438	297	1482
2439	295	2355
2440	176	1446
2441	234	21
2442	238	1619
2443	238	1752
2444	274	2570
2445	92	3099
2446	185	94
2447	176	1756
2448	176	2480
2449	176	1263
2450	238	322
2451	238	1774
2452	261	1516
2453	238	564
2454	262	1785
2455	251	1778
2456	238	1189
2457	176	1948
2458	206	2536
2459	238	1969
2460	206	2521
2461	238	2379
2462	295	956
2463	295	1469
2464	251	2654
2465	10	1820
2466	238	207
2467	251	614
2468	64	226
2469	187	993
2470	238	2381
2471	238	645
2472	238	2197
2473	238	2
2474	92	878
2475	145	2883
2476	238	1001
2477	254	2374
2478	238	2910
2479	176	789
2480	264	1321
2481	256	2460
2482	185	64
2483	238	880
2484	238	1328
2485	238	1753
2486	185	2740
2487	176	405
2488	176	697
2489	176	1144
2490	261	1188
2491	238	1204
2492	94	2481
2493	238	2680
2494	2	2769
2495	176	2818
2496	238	2924
2497	236	2932
2498	261	1288
2499	206	1136
2500	238	650
2501	176	767
2502	259	1208
2503	238	566
2504	238	2998
2505	238	1595
2506	23	24
2507	251	156
2508	188	321
2509	160	2709
2510	238	874
2511	152	942
2512	238	1723
2513	238	2082
2514	238	2870
2515	64	403
2516	238	506
2517	126	856
2518	238	933
2519	238	2415
2520	238	163
2521	185	1743
2522	124	1093
2523	250	2753
2524	176	1988
2525	238	1378
2526	238	150
2527	238	2851
2528	234	1882
2529	238	2810
2530	238	2586
2531	238	1132
2532	234	1624
2533	176	1934
2534	138	2731
2535	238	2784
2536	238	3007
2537	261	2649
2538	1	2248
2539	238	2126
2540	201	2117
2541	185	1591
2542	238	996
2543	295	726
2544	295	423
2545	287	62
2546	43	1657
2547	176	953
2548	238	680
2549	144	263
2550	238	115
2551	238	2655
2552	238	2210
2553	295	2113
2554	238	823
2555	238	505
2556	238	3123
2557	238	3089
2558	206	816
2559	295	2050
2560	176	3039
2561	295	919
2562	176	337
2563	176	685
2564	176	877
2565	206	1175
2566	238	1382
2567	238	1728
2568	177	2555
2569	176	2556
2570	295	1244
2571	238	92
2572	247	65
2573	238	2470
2574	176	3009
2575	176	3010
2576	185	1607
2577	92	2143
2578	69	400
2579	176	737
2580	251	947
2581	238	1368
2582	187	2553
2583	247	2920
2584	176	3047
2585	195	471
2586	56	1258
2587	45	1732
2588	92	1757
2589	43	2695
2590	137	1036
2591	238	691
2592	238	2052
2593	216	230
2594	273	2477
2595	1	2552
2596	43	409
2597	176	1222
2598	234	431
2599	176	781
2600	1	1836
2601	206	2798
2602	126	268
2603	176	2585
2604	144	2837
2605	238	2034
2606	238	2858
2607	238	402
2608	185	1248
2609	86	2195
2610	177	3054
2611	176	276
2612	216	384
2613	176	571
2614	187	576
2615	185	998
2616	176	798
2617	1	1530
2618	297	1741
2619	92	2345
2620	185	3093
2621	295	765
2622	238	1501
2623	206	1823
2624	176	834
2625	185	1987
2626	210	3028
2627	234	319
2628	216	1118
2629	238	3110
2630	238	2643
2631	238	1541
2632	218	1527
2633	234	1023
2634	296	669
2635	275	447
2636	176	411
2637	261	346
2638	187	140
2639	271	373
2640	106	539
2641	238	1979
2642	176	2163
2643	238	2313
2644	271	2926
2645	291	1845
2646	295	2020
2647	251	854
2648	206	753
2649	238	441
2650	238	1343
2651	176	473
2652	178	796
2653	185	117
2654	225	189
2655	297	2482
2656	38	3038
2657	296	772
2658	290	327
2659	259	309
2660	238	416
2661	94	448
2662	291	764
2663	238	2066
2664	1	2752
2665	176	2982
2666	247	1460
2667	176	3052
2668	176	1262
2669	2	1613
2670	176	3053
2671	176	2530
2672	192	715
2673	206	368
2674	176	1958
2675	160	1911
2676	160	1202
2677	160	1914
2678	160	2495
2679	144	3011
2680	138	217
2681	238	2912
2682	259	2312
2683	64	2849
2684	64	2004
2685	38	501
2686	238	890
2687	259	981
2688	185	2591
2689	96	271
2690	287	1689
2691	238	1841
2692	238	2894
2693	124	662
2694	64	2793
2695	177	2605
2696	259	5
2697	176	154
2698	206	2527
2699	238	2473
2700	185	792
2701	238	1853
2702	251	1508
2703	215	633
2704	238	535
2705	154	654
2706	64	738
2707	64	741
2708	64	739
2709	64	740
2710	64	742
2711	225	808
2712	251	846
2713	42	2774
2714	42	2775
2715	42	2776
2716	94	2337
2717	1	377
2718	286	922
2719	176	1086
2720	238	1168
2721	190	1170
2722	238	1171
2723	176	1217
2724	185	1218
2725	82	2410
2726	251	1303
2727	206	3032
2728	238	612
2729	238	2988
2730	243	1180
2731	129	1672
2732	176	1855
2733	292	2592
2734	192	1274
2735	262	1370
2736	238	1380
2737	238	1432
2738	126	758
2739	257	598
2740	176	1495
2741	292	2361
2742	251	2196
2743	273	1467
2744	185	875
2745	238	239
2746	132	1580
2747	238	1706
2748	176	1310
2749	144	2383
2750	295	2562
2751	291	768
2752	297	806
2753	131	1341
2754	176	1931
2755	96	2613
2756	142	2903
2757	185	2385
2758	238	1717
2759	176	1780
2760	238	1819
2761	271	1842
2762	185	1889
2763	206	1920
2764	238	1943
2765	257	2593
2766	185	1977
2767	295	2025
2768	185	2030
2769	176	2049
2770	297	2108
2771	238	357
2772	259	1059
2773	176	2327
2774	251	2368
2775	259	2430
2776	238	1490
2777	176	1787
2778	206	293
2779	259	879
2780	94	1032
2781	176	1366
2782	178	1955
2783	206	187
2784	176	219
2785	185	2133
2786	87	2245
2787	251	2257
2788	233	2239
2789	187	102
2790	176	1052
2791	176	18
2792	199	124
2793	206	1524
2794	185	3041
2795	176	852
2796	234	979
2797	288	2139
2798	185	782
2799	176	2516
2800	281	487
2801	259	3025
2802	238	2252
2803	185	200
2804	278	1225
2805	271	1374
2806	295	1754
2807	176	491
2808	259	1179
2809	251	1695
2810	92	2930
2811	185	2977
2812	295	1481
2813	238	1634
2814	185	617
2815	185	3040
2816	185	331
2817	176	413
2818	238	2579
2819	185	1400
2820	238	1596
2821	238	2839
2822	76	1306
2823	238	2925
2824	64	1135
2825	238	1384
2826	238	2950
2827	69	443
2828	141	1200
2829	238	1402
2830	271	1431
2831	216	1551
2832	176	1674
2833	185	1887
2834	86	265
2835	238	530
2836	176	2479
2837	176	3043
2838	238	1242
2839	200	139
2840	200	385
2841	278	1090
2842	278	1226
2843	245	1544
2844	278	2068
2845	176	2151
2846	145	2455
2847	135	2574
2848	176	2806
2849	206	1339
2850	144	784
2851	206	1675
2852	176	2382
2853	176	2578
2854	176	1326
2855	185	1957
2856	176	2914
2857	92	1848
2858	1	2523
2859	234	310
2860	176	26
2861	277	507
2862	73	1018
2863	176	1158
2864	176	1864
2865	1	2065
2866	295	2499
2867	1	2645
2868	238	2957
2869	83	1871
2870	1	1746
2871	185	1550
2872	73	978
2873	297	712
2874	238	591
2875	176	333
2876	238	116
2877	234	882
2878	73	1224
2879	238	379
2880	291	2294
2881	292	2293
2882	276	2284
2883	276	2286
2884	276	2287
2885	276	2285
2886	251	2411
2887	176	2677
2888	296	2696
2889	214	366
2890	106	298
2891	106	299
2892	106	1030
2893	278	3045
2894	243	889
2895	234	247
2896	238	1745
2897	234	746
2898	234	745
2899	297	1029
2900	297	1724
2901	241	376
2902	251	926
2903	187	2266
2904	295	1000
2905	176	2233
2906	176	2234
2907	176	2235
2908	176	2265
2909	195	586
2910	195	2881
2911	195	2880
2912	195	2879
2913	198	2001
2914	87	2246
2915	33	2438
2916	128	2674
2917	257	463
2918	223	88
2919	86	1713
2920	86	1714
2921	86	1715
2922	31	343
2923	266	147
2924	238	2016
2925	277	985
2926	271	2569
2927	43	42
2928	238	2461
2929	176	2590
2930	238	1668
2931	238	584
2932	176	477
2933	56	957
2934	56	1166
2935	234	121
2936	206	1702
2937	238	2723
2938	238	1240
2939	261	615
2940	156	122
2941	92	192
2942	195	1971
2943	295	2075
2944	56	2510
2945	247	632
2946	259	689
2947	271	1089
2948	238	2124
2949	238	2258
2950	216	2494
2951	238	325
2952	262	1665
2953	238	2717
2954	206	2899
2955	43	338
2956	216	233
2957	261	266
2958	206	422
2959	56	2511
2960	104	2848
2961	261	485
2962	238	1487
2963	238	2840
2964	145	543
2965	176	1788
2966	73	2144
2967	145	54
2968	37	2161
2969	238	1159
2970	258	618
2971	152	1083
2972	176	1526
2973	216	375
2974	63	924
2975	63	925
2976	251	1349
2977	94	1843
2978	94	1844
2979	94	426
2980	1	2833
2981	125	828
2982	2	1162
2983	176	1353
2984	152	1727
2985	152	1797
2986	291	2397
2987	56	2512
2988	56	2513
2989	216	672
2990	176	1531
2991	195	2469
2992	176	481
2993	176	2538
2994	247	381
2995	238	2147
2996	238	1213
2997	238	1022
2998	297	840
2999	86	3106
3000	185	562
3001	238	997
3002	288	3080
3003	295	3027
3004	144	2214
3005	247	138
3006	86	1053
3007	238	1195
3008	176	1227
3009	19	1562
3010	297	1711
3011	2	2549
3012	261	2927
3013	176	3023
3014	259	3048
3015	261	437
3016	176	904
3017	238	1440
3018	176	1696
3019	238	2055
3020	185	2099
3021	176	2761
3022	176	2043
3023	251	1131
3024	238	3096
3025	251	205
3026	238	649
3027	276	1324
3028	86	2623
3029	199	2278
3030	176	2464
3031	271	355
3032	275	428
3033	127	461
3034	295	679
3035	54	1525
3036	271	2173
3037	271	2174
3038	271	2175
3039	271	2283
3040	43	67
3041	271	2564
3042	238	2684
3043	238	141
3044	176	855
3045	271	1406
3046	259	2543
3047	295	2639
3048	176	1396
3049	176	2765
3050	238	2834
3051	251	66
3052	251	56
3053	295	367
3054	176	521
3055	234	923
3056	215	2089
3057	176	2352
3058	176	32
3059	292	525
3060	33	1155
3061	184	2093
3062	238	101
3063	176	1963
3064	176	1961
3065	238	2101
3066	262	2522
3067	238	2715
3068	214	514
3069	206	644
3070	23	2726
3071	291	3107
3072	1	185
3073	234	237
3074	176	453
3075	176	658
3076	206	1686
3077	238	2678
3078	23	1317
3079	212	2042
3080	238	2594
3081	233	3003
3082	233	3008
3083	185	105
3084	43	234
3085	185	659
3086	185	841
3087	238	1182
3088	238	2954
3089	215	2938
3090	271	2953
3091	206	3090
3092	245	702
3093	176	308
3094	185	274
3095	234	253
3096	238	460
3097	238	1133
3098	238	2348
3099	271	1291
3100	271	1289
3101	271	1292
3102	239	948
3103	176	267
3104	176	339
3105	275	2365
3106	176	2116
3107	176	2700
3108	138	2983
3109	138	944
3110	195	31
3111	176	246
3112	271	655
3113	275	1444
3114	291	1567
3115	271	1568
3116	259	2176
3117	292	2435
3118	176	241
3119	71	1112
3120	295	1111
3121	176	1796
3122	238	2356
3123	238	2836
3124	238	2922
3125	259	631
